id,time,location,value,condition
7,23:12:29 01:31:27,11,2657.93,good
8,23:12:29 01:31:27,9,308.68,dark
9,23:12:29 01:31:27,13,26224.30,bright
1,23:12:29 01:32:27,10,14115.51,bright
2,23:12:29 01:32:27,11,20911.70,bright
3,23:12:29 01:32:27,12,23806.12,bright
4,23:12:29 01:32:27,13,6248.72,dark
5,23:12:29 01:32:27,14,14000.70,bright
6,23:12:29 01:32:27,12,9082.13,good
7,23:12:29 01:32:27,11,5827.99,bright
10,23:12:29 01:32:27,8,26301.62,bright
3,23:12:29 01:33:27,12,12691.98,bright
4,23:12:29 01:33:27,13,27239.73,bright
5,23:12:29 01:33:27,14,8948.56,bright
6,23:12:29 01:33:27,12,25298.32,bright
7,23:12:29 01:33:27,11,22456.86,bright
9,23:12:29 01:33:27,13,10191.48,good
10,23:12:29 01:33:27,8,29805.03,bright
1,23:12:29 01:34:27,10,14849.43,bright
2,23:12:29 01:34:27,11,22477.03,bright
3,23:12:29 01:34:27,12,18376.56,bright
6,23:12:29 01:34:27,12,13225.20,bright
7,23:12:29 01:34:27,11,17368.83,bright
8,23:12:29 01:34:27,9,7355.06,bright
9,23:12:29 01:34:27,13,7019.31,dark
10,23:12:29 01:34:27,8,25103.30,bright
1,23:12:29 01:35:27,10,9119.79,bright
2,23:12:29 01:35:27,11,17041.28,bright
3,23:12:29 01:35:27,12,12063.17,bright
4,23:12:29 01:35:27,13,8207.10,dark
5,23:12:29 01:35:27,14,19271.36,bright
8,23:12:29 01:35:27,9,17061.50,bright
9,23:12:29 01:35:27,13,20310.48,bright
10,23:12:29 01:35:27,8,29478.62,bright
1,23:12:29 01:36:27,10,13840.19,bright
2,23:12:29 01:36:27,11,8084.60,bright
3,23:12:29 01:36:27,12,28543.75,bright
4,23:12:29 01:36:27,13,11500.15,good
5,23:12:29 01:36:27,14,17382.02,bright
6,23:12:29 01:36:27,12,27533.09,bright
7,23:12:29 01:36:27,11,14835.88,bright
8,23:12:29 01:36:27,9,2119.12,bright
9,23:12:29 01:36:27,13,2187.40,dark
1,23:12:29 01:37:27,10,20300.45,bright
2,23:12:29 01:37:27,11,21095.64,bright
3,23:12:29 01:37:27,12,21779.40,bright
4,23:12:29 01:37:27,13,8723.13,dark
5,23:12:29 01:37:27,14,21243.78,bright
6,23:12:29 01:37:27,12,14303.81,bright
7,23:12:29 01:37:27,11,26106.69,bright
8,23:12:29 01:37:27,9,1538.92,bright
1,23:12:29 01:38:27,10,4792.07,bright
2,23:12:29 01:38:27,11,16633.61,bright
3,23:12:29 01:38:27,12,1295.07,dark
5,23:12:29 01:38:27,14,18663.22,bright
8,23:12:29 01:38:27,9,4851.57,bright
9,23:12:29 01:38:27,13,21673.80,bright
10,23:12:29 01:38:27,8,5930.18,bright
1,23:12:29 01:39:27,10,19250.97,bright
2,23:12:29 01:39:27,11,15649.72,bright
3,23:12:29 01:39:27,12,10828.91,bright
5,23:12:29 01:39:27,14,14712.95,bright
6,23:12:29 01:39:27,12,23963.46,bright
7,23:12:29 01:39:27,11,24030.02,bright
8,23:12:29 01:39:27,9,16659.37,bright
1,23:12:29 01:40:27,10,24462.94,bright
2,23:12:29 01:40:27,11,6381.58,bright
3,23:12:29 01:40:27,12,25629.42,bright
4,23:12:29 01:40:27,13,13824.48,good
6,23:12:29 01:40:27,12,21670.76,bright
7,23:12:29 01:40:27,11,7506.26,bright
8,23:12:29 01:40:27,9,15102.78,bright
9,23:12:29 01:40:27,13,22032.83,bright
1,23:12:29 01:41:27,10,26089.32,bright
2,23:12:29 01:41:27,11,25824.35,bright
3,23:12:29 01:41:27,12,21886.03,bright
4,23:12:29 01:41:27,13,28205.96,bright
5,23:12:29 01:41:27,14,23466.33,bright
7,23:12:29 01:41:27,11,8858.78,bright
8,23:12:29 01:41:27,9,23477.34,bright
9,23:12:29 01:41:27,13,22794.53,bright
10,23:12:29 01:41:27,8,7309.84,bright
1,23:12:29 01:42:27,10,15213.97,bright
2,23:12:29 01:42:27,11,1095.79,dark
3,23:12:29 01:42:27,12,13568.03,bright
4,23:12:29 01:42:27,13,803.63,dark
5,23:12:29 01:42:27,14,27.82,bright
6,23:12:29 01:42:27,12,7539.04,good
7,23:12:29 01:42:27,11,19926.07,bright
9,23:12:29 01:42:27,13,11186.30,good
10,23:12:29 01:42:27,8,16921.86,bright
3,23:12:29 01:43:27,12,4316.48,dark
5,23:12:29 01:43:27,14,8234.84,bright
6,23:12:29 01:43:27,12,21629.39,bright
8,23:12:29 01:43:27,9,6060.41,bright
9,23:12:29 01:43:27,13,513.87,dark
10,23:12:29 01:43:27,8,11932.24,bright
2,23:12:29 01:44:27,11,25276.72,bright
5,23:12:29 01:44:27,14,24065.60,bright
6,23:12:29 01:44:27,12,25772.83,bright
7,23:12:29 01:44:27,11,21388.42,bright
9,23:12:29 01:44:27,13,654.69,dark
10,23:12:29 01:44:27,8,22120.09,bright
1,23:12:29 01:45:27,10,10753.56,bright
2,23:12:29 01:45:27,11,2286.26,good
3,23:12:29 01:45:27,12,12700.72,bright
4,23:12:29 01:45:27,13,29039.64,bright
5,23:12:29 01:45:27,14,19850.02,bright
6,23:12:29 01:45:27,12,9314.65,good
7,23:12:29 01:45:27,11,27215.25,bright
8,23:12:29 01:45:27,9,29302.88,bright
9,23:12:29 01:45:27,13,8549.92,dark
10,23:12:29 01:45:27,8,14936.22,bright
2,23:12:29 01:46:27,11,13947.72,bright
4,23:12:29 01:46:27,13,9852.27,dark
5,23:12:29 01:46:27,14,23089.04,bright
7,23:12:29 01:46:27,11,23292.30,bright
8,23:12:29 01:46:27,9,11315.40,bright
9,23:12:29 01:46:27,13,16759.60,good
10,23:12:29 01:46:27,8,6884.10,bright
1,23:12:29 01:47:27,10,4075.20,bright
2,23:12:29 01:47:27,11,13286.90,bright
3,23:12:29 01:47:27,12,15166.95,bright
4,23:12:29 01:47:27,13,12025.99,good
5,23:12:29 01:47:27,14,24472.24,bright
6,23:12:29 01:47:27,12,16049.39,bright
7,23:12:29 01:47:27,11,7372.20,bright
8,23:12:29 01:47:27,9,24589.99,bright
9,23:12:29 01:47:27,13,26118.82,bright
10,23:12:29 01:47:27,8,2376.39,bright
1,23:12:29 01:48:27,10,29059.92,bright
2,23:12:29 01:48:27,11,9846.08,bright
3,23:12:29 01:48:27,12,28928.48,bright
4,23:12:29 01:48:27,13,18666.02,good
5,23:12:29 01:48:27,14,4498.12,bright
6,23:12:29 01:48:27,12,3555.73,dark
7,23:12:29 01:48:27,11,1077.92,dark
9,23:12:29 01:48:27,13,5621.97,dark
10,23:12:29 01:48:27,8,2397.36,bright
1,23:12:29 01:49:27,10,19719.41,bright
2,23:12:29 01:49:27,11,3523.38,good
3,23:12:29 01:49:27,12,5613.52,good
5,23:12:29 01:49:27,14,26431.66,bright
6,23:12:29 01:49:27,12,21730.75,bright
7,23:12:29 01:49:27,11,25986.81,bright
9,23:12:29 01:49:27,13,29200.22,bright
10,23:12:29 01:49:27,8,2826.27,bright
1,23:12:29 01:50:27,10,16719.38,bright
3,23:12:29 01:50:27,12,5478.51,good
4,23:12:29 01:50:27,13,19129.16,good
5,23:12:29 01:50:27,14,15091.61,bright
6,23:12:29 01:50:27,12,18786.36,bright
7,23:12:29 01:50:27,11,7455.36,bright
8,23:12:29 01:50:27,9,25312.10,bright
9,23:12:29 01:50:27,13,23719.25,bright
10,23:12:29 01:50:27,8,23843.71,bright
1,23:12:29 01:51:27,10,25862.71,bright
2,23:12:29 01:51:27,11,1141.54,dark
3,23:12:29 01:51:27,12,2042.09,dark
4,23:12:29 01:51:27,13,24818.36,bright
5,23:12:29 01:51:27,14,1213.57,bright
6,23:12:29 01:51:27,12,29804.03,bright
7,23:12:29 01:51:27,11,14001.12,bright
9,23:12:29 01:51:27,13,16151.51,good
1,23:12:29 01:52:27,10,7464.77,bright
2,23:12:29 01:52:27,11,27330.34,bright
3,23:12:29 01:52:27,12,29537.83,bright
4,23:12:29 01:52:27,13,12718.21,good
5,23:12:29 01:52:27,14,7863.77,bright
7,23:12:29 01:52:27,11,20183.53,bright
8,23:12:29 01:52:27,9,17071.41,bright
9,23:12:29 01:52:27,13,14616.17,good
10,23:12:29 01:52:27,8,10513.13,bright
4,23:12:29 01:53:27,13,7744.77,dark
5,23:12:29 01:53:27,14,2065.61,bright
6,23:12:29 01:53:27,12,28548.34,bright
7,23:12:29 01:53:27,11,911.72,dark
9,23:12:29 01:53:27,13,11801.98,good
1,23:12:29 01:54:27,10,29406.96,bright
2,23:12:29 01:54:27,11,29469.97,bright
3,23:12:29 01:54:27,12,17797.13,bright
4,23:12:29 01:54:27,13,21795.02,bright
5,23:12:29 01:54:27,14,27844.55,bright
6,23:12:29 01:54:27,12,16425.36,bright
7,23:12:29 01:54:27,11,8882.91,bright
8,23:12:29 01:54:27,9,28169.58,bright
9,23:12:29 01:54:27,13,20524.26,bright
10,23:12:29 01:54:27,8,13821.31,bright
1,23:12:29 01:55:27,10,28712.50,bright
3,23:12:29 01:55:27,12,11970.29,bright
4,23:12:29 01:55:27,13,9698.25,dark
5,23:12:29 01:55:27,14,15244.10,bright
8,23:12:29 01:55:27,9,9064.30,bright
9,23:12:29 01:55:27,13,11030.29,good
10,23:12:29 01:55:27,8,8181.81,bright
2,23:12:29 01:56:27,11,11798.03,bright
4,23:12:29 01:56:27,13,19792.64,good
5,23:12:29 01:56:27,14,21088.15,bright
7,23:12:29 01:56:27,11,25233.56,bright
10,23:12:29 01:56:27,8,20526.79,bright
1,23:12:29 01:57:27,10,13351.69,bright
2,23:12:29 01:57:27,11,17124.31,bright
3,23:12:29 01:57:27,12,13128.94,bright
4,23:12:29 01:57:27,13,14313.59,good
5,23:12:29 01:57:27,14,21916.94,bright
6,23:12:29 01:57:27,12,6308.37,good
7,23:12:29 01:57:27,11,8555.31,bright
8,23:12:29 01:57:27,9,27034.49,bright
9,23:12:29 01:57:27,13,3233.84,dark
10,23:12:29 01:57:27,8,5321.74,bright
1,23:12:29 01:58:27,10,969.22,dark
2,23:12:29 01:58:27,11,15628.01,bright
3,23:12:29 01:58:27,12,2072.54,dark
5,23:12:29 01:58:27,14,17798.98,bright
7,23:12:29 01:58:27,11,11994.85,bright
10,23:12:29 01:58:27,8,5138.10,bright
1,23:12:29 01:59:27,10,4000.29,bright
2,23:12:29 01:59:27,11,23975.97,bright
5,23:12:29 01:59:27,14,25829.15,bright
6,23:12:29 01:59:27,12,16101.11,bright
8,23:12:29 01:59:27,9,8053.56,bright
9,23:12:29 01:59:27,13,3652.94,dark
10,23:12:29 01:59:27,8,6368.49,bright
3,23:12:29 02:00:27,12,23583.67,bright
4,23:12:29 02:00:27,13,3066.65,dark
6,23:12:29 02:00:27,12,26569.87,bright
7,23:12:29 02:00:27,11,22272.62,bright
10,23:12:29 02:00:27,8,22576.98,bright
1,23:12:29 02:01:27,10,3581.19,bright
2,23:12:29 02:01:27,11,19312.18,bright
4,23:12:29 02:01:27,13,5976.37,dark
5,23:12:29 02:01:27,14,6657.44,bright
6,23:12:29 02:01:27,12,24743.06,bright
7,23:12:29 02:01:27,11,18744.00,bright
8,23:12:29 02:01:27,9,2155.26,bright
9,23:12:29 02:01:27,13,1677.25,dark
1,23:12:29 02:02:27,10,7402.93,bright
2,23:12:29 02:02:27,11,4524.71,good
3,23:12:29 02:02:27,12,3672.85,dark
4,23:12:29 02:02:27,13,12389.63,good
5,23:12:29 02:02:27,14,2685.42,bright
6,23:12:29 02:02:27,12,14270.15,bright
7,23:12:29 02:02:27,11,8275.28,bright
8,23:12:29 02:02:27,9,23091.56,bright
10,23:12:29 02:02:27,8,29803.78,bright
1,23:12:29 02:03:27,10,27590.34,bright
3,23:12:29 02:03:27,12,29713.12,bright
4,23:12:29 02:03:27,13,7480.87,dark
5,23:12:29 02:03:27,14,16569.61,bright
6,23:12:29 02:03:27,12,22652.51,bright
8,23:12:29 02:03:27,9,8345.43,bright
9,23:12:29 02:03:27,13,17734.47,good
10,23:12:29 02:03:27,8,11929.02,bright
2,23:12:29 02:04:27,11,4598.67,good
3,23:12:29 02:04:27,12,5595.73,good
5,23:12:29 02:04:27,14,14106.52,bright
7,23:12:29 02:04:27,11,10271.17,bright
8,23:12:29 02:04:27,9,10151.50,bright
9,23:12:29 02:04:27,13,9106.75,dark
10,23:12:29 02:04:27,8,21295.77,bright
1,23:12:29 02:05:27,10,11184.22,bright
2,23:12:29 02:05:27,11,12325.75,bright
3,23:12:29 02:05:27,12,2136.22,dark
4,23:12:29 02:05:27,13,4121.79,dark
6,23:12:29 02:05:27,12,1534.11,dark
7,23:12:29 02:05:27,11,12954.47,bright
9,23:12:29 02:05:27,13,29925.92,bright
10,23:12:29 02:05:27,8,21460.58,bright
1,23:12:29 02:06:27,10,6561.67,bright
2,23:12:29 02:06:27,11,7101.07,bright
3,23:12:29 02:06:27,12,23050.76,bright
4,23:12:29 02:06:27,13,9595.15,dark
5,23:12:29 02:06:27,14,8211.86,bright
6,23:12:29 02:06:27,12,4608.98,dark
7,23:12:29 02:06:27,11,25883.23,bright
8,23:12:29 02:06:27,9,22732.63,bright
9,23:12:29 02:06:27,13,6783.93,dark
10,23:12:29 02:06:27,8,1505.42,bright
3,23:12:29 02:07:27,12,22803.03,bright
5,23:12:29 02:07:27,14,12116.95,bright
6,23:12:29 02:07:27,12,18699.87,bright
7,23:12:29 02:07:27,11,29941.34,bright
8,23:12:29 02:07:27,9,7140.57,bright
10,23:12:29 02:07:27,8,29402.53,bright
1,23:12:29 02:08:27,10,3917.54,bright
2,23:12:29 02:08:27,11,11432.37,bright
3,23:12:29 02:08:27,12,19558.55,bright
4,23:12:29 02:08:27,13,142.21,dark
6,23:12:29 02:08:27,12,6107.65,good
8,23:12:29 02:08:27,9,159.52,dark
2,23:12:29 02:09:27,11,11109.60,bright
3,23:12:29 02:09:27,12,29849.98,bright
5,23:12:29 02:09:27,14,20103.20,bright
7,23:12:29 02:09:27,11,21289.72,bright
9,23:12:29 02:09:27,13,20138.14,bright
10,23:12:29 02:09:27,8,10737.95,bright
1,23:12:29 02:10:27,10,5045.22,bright
2,23:12:29 02:10:27,11,12016.43,bright
3,23:12:29 02:10:27,12,8336.70,good
4,23:12:29 02:10:27,13,15339.35,good
6,23:12:29 02:10:27,12,26898.48,bright
7,23:12:29 02:10:27,11,22279.62,bright
8,23:12:29 02:10:27,9,18290.35,bright
9,23:12:29 02:10:27,13,4904.15,dark
10,23:12:29 02:10:27,8,20429.82,bright
2,23:12:29 02:11:27,11,28831.72,bright
3,23:12:29 02:11:27,12,8585.04,good
4,23:12:29 02:11:27,13,28896.54,bright
5,23:12:29 02:11:27,14,6599.11,bright
6,23:12:29 02:11:27,12,8436.49,good
7,23:12:29 02:11:27,11,24684.28,bright
9,23:12:29 02:11:27,13,27974.19,bright
10,23:12:29 02:11:27,8,24303.90,bright
2,23:12:29 02:12:27,11,99.99,dark
3,23:12:29 02:12:27,12,11447.43,bright
5,23:12:29 02:12:27,14,26808.50,bright
6,23:12:29 02:12:27,12,9245.46,good
8,23:12:29 02:12:27,9,8602.01,bright
9,23:12:29 02:12:27,13,7535.02,dark
10,23:12:29 02:12:27,8,15461.24,bright
1,23:12:29 02:13:27,10,3446.01,bright
3,23:12:29 02:13:27,12,6600.84,good
4,23:12:29 02:13:27,13,1482.07,dark
5,23:12:29 02:13:27,14,29402.63,bright
6,23:12:29 02:13:27,12,19322.25,bright
7,23:12:29 02:13:27,11,29020.92,bright
8,23:12:29 02:13:27,9,5047.57,bright
9,23:12:29 02:13:27,13,29825.86,bright
10,23:12:29 02:13:27,8,13952.24,bright
1,23:12:29 02:14:27,10,10273.78,bright
2,23:12:29 02:14:27,11,26607.78,bright
3,23:12:29 02:14:27,12,14875.80,bright
6,23:12:29 02:14:27,12,14915.49,bright
7,23:12:29 02:14:27,11,27932.96,bright
8,23:12:29 02:14:27,9,2436.79,bright
9,23:12:29 02:14:27,13,14627.85,good
10,23:12:29 02:14:27,8,25858.45,bright
1,23:12:29 02:15:27,10,1767.97,good
2,23:12:29 02:15:27,11,21161.05,bright
4,23:12:29 02:15:27,13,9810.81,dark
5,23:12:29 02:15:27,14,21312.57,bright
6,23:12:29 02:15:27,12,9413.58,good
7,23:12:29 02:15:27,11,15687.74,bright
8,23:12:29 02:15:27,9,18711.22,bright
10,23:12:29 02:15:27,8,7000.90,bright
1,23:12:29 02:16:27,10,25888.08,bright
2,23:12:29 02:16:27,11,16740.73,bright
3,23:12:29 02:16:27,12,5376.32,good
4,23:12:29 02:16:27,13,4052.48,dark
5,23:12:29 02:16:27,14,7310.17,bright
6,23:12:29 02:16:27,12,11158.62,bright
7,23:12:29 02:16:27,11,18664.74,bright
9,23:12:29 02:16:27,13,6086.88,dark
10,23:12:29 02:16:27,8,19293.40,bright
1,23:12:29 02:17:27,10,5163.75,bright
3,23:12:29 02:17:27,12,18542.86,bright
4,23:12:29 02:17:27,13,11503.04,good
5,23:12:29 02:17:27,14,26929.88,bright
6,23:12:29 02:17:27,12,10758.13,bright
7,23:12:29 02:17:27,11,7632.54,bright
8,23:12:29 02:17:27,9,4078.02,bright
1,23:12:29 02:18:27,10,22121.46,bright
2,23:12:29 02:18:27,11,5405.45,bright
3,23:12:29 02:18:27,12,20036.70,bright
4,23:12:29 02:18:27,13,1998.12,dark
5,23:12:29 02:18:27,14,6211.40,bright
7,23:12:29 02:18:27,11,662.07,dark
10,23:12:29 02:18:27,8,16137.06,bright
2,23:12:29 02:19:27,11,22199.50,bright
4,23:12:29 02:19:27,13,22174.72,bright
6,23:12:29 02:19:27,12,28567.76,bright
7,23:12:29 02:19:27,11,26121.59,bright
8,23:12:29 02:19:27,9,3516.34,bright
9,23:12:29 02:19:27,13,20319.44,bright
10,23:12:29 02:19:27,8,15691.59,bright
3,23:12:29 02:20:27,12,17062.52,bright
5,23:12:29 02:20:27,14,1535.58,bright
6,23:12:29 02:20:27,12,19757.36,bright
7,23:12:29 02:20:27,11,8364.18,bright
8,23:12:29 02:20:27,9,25157.21,bright
10,23:12:29 02:20:27,8,21928.50,bright
1,23:12:29 02:21:27,10,7347.25,bright
2,23:12:29 02:21:27,11,22158.37,bright
3,23:12:29 02:21:27,12,5654.78,good
4,23:12:29 02:21:27,13,15797.73,good
5,23:12:29 02:21:27,14,16409.29,bright
6,23:12:29 02:21:27,12,4422.09,dark
1,23:12:29 02:22:27,10,16805.12,bright
3,23:12:29 02:22:27,12,2986.54,dark
5,23:12:29 02:22:27,14,3894.42,bright
8,23:12:29 02:22:27,9,26451.55,bright
10,23:12:29 02:22:27,8,19966.49,bright
1,23:12:29 02:23:27,10,11534.24,bright
5,23:12:29 02:23:27,14,6996.31,bright
6,23:12:29 02:23:27,12,6662.81,good
7,23:12:29 02:23:27,11,21398.23,bright
8,23:12:29 02:23:27,9,10713.67,bright
10,23:12:29 02:23:27,8,21015.33,bright
1,23:12:29 02:24:27,10,2775.52,bright
2,23:12:29 02:24:27,11,12619.93,bright
3,23:12:29 02:24:27,12,26538.09,bright
4,23:12:29 02:24:27,13,19993.18,good
5,23:12:29 02:24:27,14,6802.28,bright
6,23:12:29 02:24:27,12,21863.88,bright
7,23:12:29 02:24:27,11,1837.88,dark
8,23:12:29 02:24:27,9,21768.07,bright
9,23:12:29 02:24:27,13,26944.25,bright
3,23:12:29 02:25:27,12,3598.10,dark
6,23:12:29 02:25:27,12,23960.57,bright
7,23:12:29 02:25:27,11,17292.37,bright
8,23:12:29 02:25:27,9,23302.54,bright
9,23:12:29 02:25:27,13,16698.48,good
10,23:12:29 02:25:27,8,3784.67,bright
1,23:12:29 02:26:27,10,17293.86,bright
2,23:12:29 02:26:27,11,18697.73,bright
3,23:12:29 02:26:27,12,1756.91,dark
4,23:12:29 02:26:27,13,23416.64,bright
6,23:12:29 02:26:27,12,29045.16,bright
7,23:12:29 02:26:27,11,29616.87,bright
8,23:12:29 02:26:27,9,24235.04,bright
9,23:12:29 02:26:27,13,14243.64,good
10,23:12:29 02:26:27,8,25365.81,bright
3,23:12:29 02:27:27,12,18386.77,bright
4,23:12:29 02:27:27,13,14625.31,good
6,23:12:29 02:27:27,12,9984.28,good
1,23:12:29 02:28:27,10,7950.82,bright
2,23:12:29 02:28:27,11,16864.09,bright
3,23:12:29 02:28:27,12,3483.21,dark
4,23:12:29 02:28:27,13,17844.02,good
5,23:12:29 02:28:27,14,9895.72,bright
6,23:12:29 02:28:27,12,6951.63,good
7,23:12:29 02:28:27,11,6595.90,bright
8,23:12:29 02:28:27,9,24852.38,bright
10,23:12:29 02:28:27,8,22458.93,bright
1,23:12:29 02:29:27,10,5102.14,bright
2,23:12:29 02:29:27,11,6319.84,bright
5,23:12:29 02:29:27,14,13950.72,bright
7,23:12:29 02:29:27,11,12947.02,bright
8,23:12:29 02:29:27,9,16133.37,bright
9,23:12:29 02:29:27,13,28004.31,bright
10,23:12:29 02:29:27,8,3615.68,bright
1,23:12:29 02:30:27,10,20270.79,bright
2,23:12:29 02:30:27,11,24509.34,bright
7,23:12:29 02:30:27,11,8329.31,bright
8,23:12:29 02:30:27,9,29140.62,bright
9,23:12:29 02:30:27,13,24338.24,bright
1,23:12:29 02:31:27,10,14948.10,bright
2,23:12:29 02:31:27,11,7295.59,bright
3,23:12:29 02:31:27,12,16142.20,bright
4,23:12:29 02:31:27,13,23331.66,bright
5,23:12:29 02:31:27,14,4371.01,bright
6,23:12:29 02:31:27,12,10950.76,bright
8,23:12:29 02:31:27,9,953.07,bright
9,23:12:29 02:31:27,13,19536.73,good
1,23:12:29 02:32:27,10,20518.43,bright
3,23:12:29 02:32:27,12,16325.12,bright
5,23:12:29 02:32:27,14,28925.42,bright
6,23:12:29 02:32:27,12,14873.45,bright
7,23:12:29 02:32:27,11,5853.67,bright
8,23:12:29 02:32:27,9,23130.75,bright
9,23:12:29 02:32:27,13,23123.32,bright
1,23:12:29 02:33:27,10,1309.00,dark
3,23:12:29 02:33:27,12,894.04,dark
5,23:12:29 02:33:27,14,7856.90,bright
6,23:12:29 02:33:27,12,4390.05,dark
8,23:12:29 02:33:27,9,1212.48,bright
9,23:12:29 02:33:27,13,1008.72,dark
10,23:12:29 02:33:27,8,11182.56,bright
4,23:12:29 02:34:27,13,208.83,dark
6,23:12:29 02:34:27,12,10339.42,bright
8,23:12:29 02:34:27,9,1955.84,bright
9,23:12:29 02:34:27,13,13130.49,good
10,23:12:29 02:34:27,8,17328.13,bright
2,23:12:29 02:35:27,11,20725.88,bright
4,23:12:29 02:35:27,13,15523.28,good
6,23:12:29 02:35:27,12,23971.75,bright
7,23:12:29 02:35:27,11,2640.42,good
8,23:12:29 02:35:27,9,29366.82,bright
9,23:12:29 02:35:27,13,18238.03,good
10,23:12:29 02:35:27,8,4337.84,bright
1,23:12:29 02:36:27,10,6310.73,bright
3,23:12:29 02:36:27,12,17823.53,bright
5,23:12:29 02:36:27,14,28359.92,bright
6,23:12:29 02:36:27,12,29117.21,bright
7,23:12:29 02:36:27,11,14011.42,bright
9,23:12:29 02:36:27,13,23808.92,bright
2,23:12:29 02:37:27,11,6390.42,bright
3,23:12:29 02:37:27,12,5901.24,good
4,23:12:29 02:37:27,13,12284.77,good
5,23:12:29 02:37:27,14,29812.49,bright
8,23:12:29 02:37:27,9,3039.99,bright
9,23:12:29 02:37:27,13,10908.42,good
10,23:12:29 02:37:27,8,14246.63,bright
1,23:12:29 02:38:27,10,10988.80,bright
3,23:12:29 02:38:27,12,20549.39,bright
5,23:12:29 02:38:27,14,8958.07,bright
6,23:12:29 02:38:27,12,19247.02,bright
8,23:12:29 02:38:27,9,7554.44,bright
9,23:12:29 02:38:27,13,25992.75,bright
10,23:12:29 02:38:27,8,19673.55,bright
2,23:12:29 02:39:27,11,12903.17,bright
3,23:12:29 02:39:27,12,25170.60,bright
5,23:12:29 02:39:27,14,11563.95,bright
6,23:12:29 02:39:27,12,17340.48,bright
7,23:12:29 02:39:27,11,7256.25,bright
8,23:12:29 02:39:27,9,8345.53,bright
10,23:12:29 02:39:27,8,5637.39,bright
2,23:12:29 02:40:27,11,16163.49,bright
3,23:12:29 02:40:27,12,3932.72,dark
4,23:12:29 02:40:27,13,25491.68,bright
5,23:12:29 02:40:27,14,26543.04,bright
6,23:12:29 02:40:27,12,14260.62,bright
7,23:12:29 02:40:27,11,29492.43,bright
8,23:12:29 02:40:27,9,3356.99,bright
9,23:12:29 02:40:27,13,9467.08,dark
10,23:12:29 02:40:27,8,5084.58,bright
1,23:12:29 02:41:27,10,16969.74,bright
2,23:12:29 02:41:27,11,14019.19,bright
4,23:12:29 02:41:27,13,4950.50,dark
5,23:12:29 02:41:27,14,27165.21,bright
6,23:12:29 02:41:27,12,20114.49,bright
7,23:12:29 02:41:27,11,8566.97,bright
8,23:12:29 02:41:27,9,4650.05,bright
9,23:12:29 02:41:27,13,5330.50,dark
10,23:12:29 02:41:27,8,20548.56,bright
1,23:12:29 02:42:27,10,20759.71,bright
2,23:12:29 02:42:27,11,6218.04,bright
4,23:12:29 02:42:27,13,14399.44,good
5,23:12:29 02:42:27,14,19765.94,bright
6,23:12:29 02:42:27,12,26096.94,bright
7,23:12:29 02:42:27,11,15139.31,bright
8,23:12:29 02:42:27,9,18729.39,bright
9,23:12:29 02:42:27,13,25998.07,bright
10,23:12:29 02:42:27,8,28370.62,bright
1,23:12:29 02:43:27,10,1857.89,good
3,23:12:29 02:43:27,12,21819.70,bright
4,23:12:29 02:43:27,13,13810.63,good
5,23:12:29 02:43:27,14,2703.72,bright
6,23:12:29 02:43:27,12,1290.63,dark
8,23:12:29 02:43:27,9,2637.74,bright
10,23:12:29 02:43:27,8,4547.81,bright
1,23:12:29 02:44:27,10,1492.75,dark
3,23:12:29 02:44:27,12,29252.49,bright
4,23:12:29 02:44:27,13,12804.72,good
5,23:12:29 02:44:27,14,8924.87,bright
6,23:12:29 02:44:27,12,14974.01,bright
7,23:12:29 02:44:27,11,15717.87,bright
8,23:12:29 02:44:27,9,14529.93,bright
9,23:12:29 02:44:27,13,3788.81,dark
10,23:12:29 02:44:27,8,21630.58,bright
1,23:12:29 02:45:27,10,18393.66,bright
2,23:12:29 02:45:27,11,12783.93,bright
6,23:12:29 02:45:27,12,17584.06,bright
7,23:12:29 02:45:27,11,4385.55,good
8,23:12:29 02:45:27,9,6975.17,bright
10,23:12:29 02:45:27,8,21192.52,bright
1,23:12:29 02:46:27,10,10998.74,bright
2,23:12:29 02:46:27,11,22452.06,bright
3,23:12:29 02:46:27,12,2911.87,dark
4,23:12:29 02:46:27,13,19350.67,good
5,23:12:29 02:46:27,14,28652.17,bright
6,23:12:29 02:46:27,12,16258.81,bright
8,23:12:29 02:46:27,9,18634.77,bright
9,23:12:29 02:46:27,13,17354.73,good
10,23:12:29 02:46:27,8,24271.65,bright
1,23:12:29 02:47:27,10,29505.93,bright
2,23:12:29 02:47:27,11,15748.94,bright
3,23:12:29 02:47:27,12,16857.42,bright
4,23:12:29 02:47:27,13,12847.30,good
8,23:12:29 02:47:27,9,20923.11,bright
9,23:12:29 02:47:27,13,17616.17,good
10,23:12:29 02:47:27,8,5076.80,bright
1,23:12:29 02:48:27,10,25365.33,bright
5,23:12:29 02:48:27,14,28154.67,bright
6,23:12:29 02:48:27,12,21848.36,bright
7,23:12:29 02:48:27,11,18608.71,bright
8,23:12:29 02:48:27,9,19937.15,bright
10,23:12:29 02:48:27,8,24905.70,bright
2,23:12:29 02:49:27,11,7553.91,bright
4,23:12:29 02:49:27,13,8268.69,dark
5,23:12:29 02:49:27,14,23523.09,bright
6,23:12:29 02:49:27,12,25472.34,bright
7,23:12:29 02:49:27,11,9292.38,bright
8,23:12:29 02:49:27,9,13017.01,bright
9,23:12:29 02:49:27,13,9973.70,dark
10,23:12:29 02:49:27,8,6820.03,bright
