id,time,value
9,23:12:29 00:40:27,24958.42
10,23:12:29 00:40:27,3308.63
1,23:12:29 00:41:27,1813.37
2,23:12:29 00:41:27,8990.44
3,23:12:29 00:41:27,399.83
4,23:12:29 00:41:27,19602.41
5,23:12:29 00:41:27,28984.57
6,23:12:29 00:41:27,4169.56
7,23:12:29 00:41:27,37209.37
8,23:12:29 00:41:27,37080.72
9,23:12:29 00:41:27,695.65
10,23:12:29 00:41:27,5608.87
1,23:12:29 00:42:27,1415.71
2,23:12:29 00:42:27,25478.74
3,23:12:29 00:42:27,28514.50
4,23:12:29 00:42:27,16704.59
5,23:12:29 00:42:27,1360.44
6,23:12:29 00:42:27,1181.70
7,23:12:29 00:42:27,27673.60
8,23:12:29 00:42:27,39256.23
9,23:12:29 00:42:27,14555.29
10,23:12:29 00:42:27,21041.20
1,23:12:29 00:43:27,33653.79
2,23:12:29 00:43:27,5492.18
3,23:12:29 00:43:27,26600.76
4,23:12:29 00:43:27,760.42
5,23:12:29 00:43:27,6722.79
6,23:12:29 00:43:27,11141.81
7,23:12:29 00:43:27,3858.97
8,23:12:29 00:43:27,11280.24
9,23:12:29 00:43:27,38498.56
10,23:12:29 00:43:27,11489.45
1,23:12:29 00:44:27,2815.70
2,23:12:29 00:44:27,20498.30
3,23:12:29 00:44:27,29116.43
4,23:12:29 00:44:27,14582.23
5,23:12:29 00:44:27,9912.71
6,23:12:29 00:44:27,8723.03
7,23:12:29 00:44:27,19575.25
8,23:12:29 00:44:27,24110.67
9,23:12:29 00:44:27,18418.07
10,23:12:29 00:44:27,28724.40
1,23:12:29 00:45:27,9922.58
2,23:12:29 00:45:27,805.80
3,23:12:29 00:45:27,27174.58
4,23:12:29 00:45:27,15489.97
5,23:12:29 00:45:27,7214.89
6,23:12:29 00:45:27,23544.56
7,23:12:29 00:45:27,5634.38
8,23:12:29 00:45:27,35612.87
9,23:12:29 00:45:27,39083.03
10,23:12:29 00:45:27,18565.20
1,23:12:29 00:46:27,8416.25
2,23:12:29 00:46:27,3370.96
3,23:12:29 00:46:27,39205.72
4,23:12:29 00:46:27,12688.73
5,23:12:29 00:46:27,14072.91
6,23:12:29 00:46:27,20110.18
7,23:12:29 00:46:27,5182.10
8,23:12:29 00:46:27,23572.46
9,23:12:29 00:46:27,18236.56
10,23:12:29 00:46:27,13498.57
1,23:12:29 00:47:27,27575.34
2,23:12:29 00:47:27,860.11
3,23:12:29 00:47:27,18862.85
4,23:12:29 00:47:27,11693.74
5,23:12:29 00:47:27,39359.89
6,23:12:29 00:47:27,24908.15
7,23:12:29 00:47:27,25469.17
8,23:12:29 00:47:27,2727.42
9,23:12:29 00:47:27,18605.66
10,23:12:29 00:47:27,38325.21
1,23:12:29 00:48:27,14266.95
2,23:12:29 00:48:27,25100.26
3,23:12:29 00:48:27,31534.35
4,23:12:29 00:48:27,15053.06
5,23:12:29 00:48:27,39578.26
6,23:12:29 00:48:27,7847.43
7,23:12:29 00:48:27,17352.05
8,23:12:29 00:48:27,25144.56
9,23:12:29 00:48:27,36372.24
10,23:12:29 00:48:27,21487.20
1,23:12:29 00:49:27,3344.51
2,23:12:29 00:49:27,15533.02
3,23:12:29 00:49:27,33519.00
4,23:12:29 00:49:27,29654.22
5,23:12:29 00:49:27,15598.91
6,23:12:29 00:49:27,32971.05
7,23:12:29 00:49:27,19690.04
8,23:12:29 00:49:27,4999.93
9,23:12:29 00:49:27,33542.17
10,23:12:29 00:49:27,38690.89
1,23:12:29 00:50:27,3418.00
2,23:12:29 00:50:27,18356.37
3,23:12:29 00:50:27,37253.53
4,23:12:29 00:50:27,39080.37
5,23:12:29 00:50:27,26666.50
6,23:12:29 00:50:27,867.00
7,23:12:29 00:50:27,33761.90
8,23:12:29 00:50:27,28371.71
9,23:12:29 00:50:27,9279.71
10,23:12:29 00:50:27,13850.46
1,23:12:29 00:51:27,3746.19
2,23:12:29 00:51:27,5519.05
3,23:12:29 00:51:27,7112.96
4,23:12:29 00:51:27,26321.28
5,23:12:29 00:51:27,7294.11
6,23:12:29 00:51:27,22311.05
7,23:12:29 00:51:27,25897.44
8,23:12:29 00:51:27,35881.68
9,23:12:29 00:51:27,31073.25
10,23:12:29 00:51:27,14418.56
1,23:12:29 00:52:27,34747.00
2,23:12:29 00:52:27,36394.69
3,23:12:29 00:52:27,5445.70
4,23:12:29 00:52:27,11755.86
5,23:12:29 00:52:27,954.56
6,23:12:29 00:52:27,5862.72
7,23:12:29 00:52:27,21470.40
8,23:12:29 00:52:27,22129.93
9,23:12:29 00:52:27,23117.50
10,23:12:29 00:52:27,17772.23
1,23:12:29 00:53:27,27851.84
2,23:12:29 00:53:27,19496.07
3,23:12:29 00:53:27,9970.08
4,23:12:29 00:53:27,38001.45
5,23:12:29 00:53:27,20334.54
6,23:12:29 00:53:27,23673.31
7,23:12:29 00:53:27,6812.08
8,23:12:29 00:53:27,35416.96
9,23:12:29 00:53:27,18048.86
10,23:12:29 00:53:27,22698.75
1,23:12:29 00:54:27,26226.17
2,23:12:29 00:54:27,27958.10
3,23:12:29 00:54:27,26334.62
4,23:12:29 00:54:27,138.66
5,23:12:29 00:54:27,32197.97
6,23:12:29 00:54:27,9998.64
7,23:12:29 00:54:27,23694.61
8,23:12:29 00:54:27,26423.15
9,23:12:29 00:54:27,28783.84
10,23:12:29 00:54:27,9929.64
1,23:12:29 00:55:27,16283.16
2,23:12:29 00:55:27,21679.95
3,23:12:29 00:55:27,35700.95
4,23:12:29 00:55:27,13315.15
5,23:12:29 00:55:27,35696.82
6,23:12:29 00:55:27,20745.36
7,23:12:29 00:55:27,940.28
8,23:12:29 00:55:27,17188.07
9,23:12:29 00:55:27,2113.93
10,23:12:29 00:55:27,16617.70
1,23:12:29 00:56:27,28782.86
2,23:12:29 00:56:27,5743.00
3,23:12:29 00:56:27,19059.98
4,23:12:29 00:56:27,17201.49
5,23:12:29 00:56:27,17570.77
6,23:12:29 00:56:27,31256.28
7,23:12:29 00:56:27,19044.03
8,23:12:29 00:56:27,7066.01
9,23:12:29 00:56:27,28659.62
10,23:12:29 00:56:27,31525.53
1,23:12:29 00:57:27,20896.25
2,23:12:29 00:57:27,32286.79
3,23:12:29 00:57:27,5228.87
4,23:12:29 00:57:27,27436.74
5,23:12:29 00:57:27,30382.45
6,23:12:29 00:57:27,7885.56
7,23:12:29 00:57:27,19334.43
8,23:12:29 00:57:27,28817.81
9,23:12:29 00:57:27,4147.15
10,23:12:29 00:57:27,20777.93
1,23:12:29 00:58:27,33925.92
2,23:12:29 00:58:27,6221.78
3,23:12:29 00:58:27,22486.60
4,23:12:29 00:58:27,27509.93
5,23:12:29 00:58:27,35902.00
6,23:12:29 00:58:27,20288.20
7,23:12:29 00:58:27,4671.75
8,23:12:29 00:58:27,20576.43
9,23:12:29 00:58:27,9733.94
10,23:12:29 00:58:27,2408.04
1,23:12:29 00:59:27,23688.13
2,23:12:29 00:59:27,16422.36
3,23:12:29 00:59:27,6765.67
4,23:12:29 00:59:27,11562.60
5,23:12:29 00:59:27,22610.41
6,23:12:29 00:59:27,19749.05
7,23:12:29 00:59:27,16396.23
8,23:12:29 00:59:27,29822.73
9,23:12:29 00:59:27,23938.30
10,23:12:29 00:59:27,23208.83
1,23:12:29 01:00:27,35671.96
2,23:12:29 01:00:27,7783.29
3,23:12:29 01:00:27,2655.54
4,23:12:29 01:00:27,4816.13
5,23:12:29 01:00:27,23045.02
6,23:12:29 01:00:27,16198.88
7,23:12:29 01:00:27,8470.90
8,23:12:29 01:00:27,31841.84
9,23:12:29 01:00:27,5752.60
10,23:12:29 01:00:27,20924.21
1,23:12:29 01:01:27,24781.56
2,23:12:29 01:01:27,32917.62
3,23:12:29 01:01:27,39333.22
4,23:12:29 01:01:27,26105.98
5,23:12:29 01:01:27,33801.13
6,23:12:29 01:01:27,39164.39
7,23:12:29 01:01:27,26128.37
8,23:12:29 01:01:27,18488.70
9,23:12:29 01:01:27,3098.10
10,23:12:29 01:01:27,3271.94
1,23:12:29 01:02:27,38879.20
2,23:12:29 01:02:27,35023.37
3,23:12:29 01:02:27,35346.31
4,23:12:29 01:02:27,10408.16
5,23:12:29 01:02:27,13052.44
6,23:12:29 01:02:27,14397.05
7,23:12:29 01:02:27,37704.13
8,23:12:29 01:02:27,37207.22
9,23:12:29 01:02:27,12471.56
10,23:12:29 01:02:27,23866.55
1,23:12:29 01:03:27,6167.05
2,23:12:29 01:03:27,68.31
3,23:12:29 01:03:27,11513.72
4,23:12:29 01:03:27,23806.43
5,23:12:29 01:03:27,11006.64
6,23:12:29 01:03:27,38589.72
7,23:12:29 01:03:27,15158.87
8,23:12:29 01:03:27,24918.58
9,23:12:29 01:03:27,37256.36
10,23:12:29 01:03:27,22590.90
1,23:12:29 01:04:27,35784.89
2,23:12:29 01:04:27,37223.00
3,23:12:29 01:04:27,29160.28
4,23:12:29 01:04:27,22216.60
5,23:12:29 01:04:27,28919.08
6,23:12:29 01:04:27,33566.18
7,23:12:29 01:04:27,12701.48
8,23:12:29 01:04:27,31343.46
9,23:12:29 01:04:27,18005.33
10,23:12:29 01:04:27,15611.58
1,23:12:29 01:05:27,19715.38
2,23:12:29 01:05:27,4166.63
3,23:12:29 01:05:27,39245.97
4,23:12:29 01:05:27,17814.61
5,23:12:29 01:05:27,30449.83
6,23:12:29 01:05:27,6890.37
7,23:12:29 01:05:27,9862.41
8,23:12:29 01:05:27,11582.74
9,23:12:29 01:05:27,25478.64
10,23:12:29 01:05:27,15440.32
1,23:12:29 01:06:27,39641.31
2,23:12:29 01:06:27,7626.49
3,23:12:29 01:06:27,14998.39
4,23:12:29 01:06:27,24037.73
5,23:12:29 01:06:27,32796.85
6,23:12:29 01:06:27,331.49
7,23:12:29 01:06:27,3824.67
8,23:12:29 01:06:27,11152.93
9,23:12:29 01:06:27,23808.57
10,23:12:29 01:06:27,33844.13
1,23:12:29 01:07:27,16558.31
2,23:12:29 01:07:27,14072.62
3,23:12:29 01:07:27,8727.84
4,23:12:29 01:07:27,16903.62
5,23:12:29 01:07:27,23950.47
6,23:12:29 01:07:27,21717.59
7,23:12:29 01:07:27,30093.31
8,23:12:29 01:07:27,4313.52
9,23:12:29 01:07:27,21712.12
10,23:12:29 01:07:27,1915.31
1,23:12:29 01:08:27,24504.52
2,23:12:29 01:08:27,20251.98
3,23:12:29 01:08:27,11832.14
4,23:12:29 01:08:27,10747.23
5,23:12:29 01:08:27,27431.48
6,23:12:29 01:08:27,21204.99
7,23:12:29 01:08:27,15836.70
8,23:12:29 01:08:27,31060.45
9,23:12:29 01:08:27,26033.28
10,23:12:29 01:08:27,31352.85
1,23:12:29 01:09:27,33628.51
2,23:12:29 01:09:27,23644.33
3,23:12:29 01:09:27,3633.84
4,23:12:29 01:09:27,5598.86
5,23:12:29 01:09:27,37558.42
6,23:12:29 01:09:27,35899.33
7,23:12:29 01:09:27,27864.95
8,23:12:29 01:09:27,17192.63
9,23:12:29 01:09:27,38707.05
10,23:12:29 01:09:27,34816.20
1,23:12:29 01:10:27,23279.45
2,23:12:29 01:10:27,31069.07
3,23:12:29 01:10:27,10864.80
4,23:12:29 01:10:27,11134.92
5,23:12:29 01:10:27,12628.77
6,23:12:29 01:10:27,13678.99
7,23:12:29 01:10:27,26056.76
8,23:12:29 01:10:27,35952.17
9,23:12:29 01:10:27,14841.44
10,23:12:29 01:10:27,33157.12
1,23:12:29 01:11:27,32215.10
2,23:12:29 01:11:27,9492.64
3,23:12:29 01:11:27,29411.23
4,23:12:29 01:11:27,25629.60
5,23:12:29 01:11:27,37060.64
6,23:12:29 01:11:27,24666.79
7,23:12:29 01:11:27,39789.83
8,23:12:29 01:11:27,15045.83
9,23:12:29 01:11:27,16596.02
10,23:12:29 01:11:27,4338.03
1,23:12:29 01:12:27,36104.92
2,23:12:29 01:12:27,25158.19
3,23:12:29 01:12:27,25080.53
4,23:12:29 01:12:27,25614.53
5,23:12:29 01:12:27,32178.78
6,23:12:29 01:12:27,39763.19
7,23:12:29 01:12:27,407.56
8,23:12:29 01:12:27,21079.97
9,23:12:29 01:12:27,2554.83
10,23:12:29 01:12:27,22490.96
1,23:12:29 01:13:27,23448.93
2,23:12:29 01:13:27,24838.47
3,23:12:29 01:13:27,13817.64
4,23:12:29 01:13:27,18056.52
5,23:12:29 01:13:27,537.47
6,23:12:29 01:13:27,39331.35
7,23:12:29 01:13:27,33050.31
8,23:12:29 01:13:27,32848.05
9,23:12:29 01:13:27,28471.50
10,23:12:29 01:13:27,9098.90
1,23:12:29 01:14:27,13750.98
2,23:12:29 01:14:27,31714.95
3,23:12:29 01:14:27,39223.56
4,23:12:29 01:14:27,34535.29
5,23:12:29 01:14:27,34934.76
6,23:12:29 01:14:27,39130.97
7,23:12:29 01:14:27,33239.17
8,23:12:29 01:14:27,7789.76
9,23:12:29 01:14:27,24489.99
10,23:12:29 01:14:27,10701.43
1,23:12:29 01:15:27,6644.12
2,23:12:29 01:15:27,16919.22
3,23:12:29 01:15:27,14604.49
4,23:12:29 01:15:27,13538.28
5,23:12:29 01:15:27,16633.41
6,23:12:29 01:15:27,29997.51
7,23:12:29 01:15:27,3362.68
8,23:12:29 01:15:27,22038.70
9,23:12:29 01:15:27,27685.39
10,23:12:29 01:15:27,39797.99
1,23:12:29 01:16:27,15279.40
2,23:12:29 01:16:27,26621.56
3,23:12:29 01:16:27,25909.45
4,23:12:29 01:16:27,1392.69
5,23:12:29 01:16:27,30396.37
6,23:12:29 01:16:27,24913.17
7,23:12:29 01:16:27,32096.65
8,23:12:29 01:16:27,36254.59
9,23:12:29 01:16:27,5705.04
10,23:12:29 01:16:27,22342.48
1,23:12:29 01:17:27,19881.67
2,23:12:29 01:17:27,11202.43
3,23:12:29 01:17:27,4064.43
4,23:12:29 01:17:27,11962.63
5,23:12:29 01:17:27,32614.41
6,23:12:29 01:17:27,37927.80
7,23:12:29 01:17:27,16411.04
8,23:12:29 01:17:27,38583.37
9,23:12:29 01:17:27,14747.48
10,23:12:29 01:17:27,12810.88
1,23:12:29 01:18:27,38029.39
2,23:12:29 01:18:27,12845.34
3,23:12:29 01:18:27,36529.57
4,23:12:29 01:18:27,34630.68
5,23:12:29 01:18:27,13242.57
6,23:12:29 01:18:27,29191.38
7,23:12:29 01:18:27,16000.07
8,23:12:29 01:18:27,32605.34
9,23:12:29 01:18:27,27132.88
10,23:12:29 01:18:27,15889.37
1,23:12:29 01:19:27,15404.96
2,23:12:29 01:19:27,24728.37
3,23:12:29 01:19:27,20404.16
4,23:12:29 01:19:27,28816.98
5,23:12:29 01:19:27,21846.25
6,23:12:29 01:19:27,4816.33
7,23:12:29 01:19:27,16331.97
8,23:12:29 01:19:27,28440.84
9,23:12:29 01:19:27,24549.27
10,23:12:29 01:19:27,36273.05
1,23:12:29 01:20:27,37195.08
2,23:12:29 01:20:27,4061.62
3,23:12:29 01:20:27,3602.24
4,23:12:29 01:20:27,7395.38
5,23:12:29 01:20:27,22558.64
6,23:12:29 01:20:27,21167.99
7,23:12:29 01:20:27,35192.89
8,23:12:29 01:20:27,3825.79
9,23:12:29 01:20:27,34748.11
10,23:12:29 01:20:27,15225.16
1,23:12:29 01:21:27,20714.09
2,23:12:29 01:21:27,23577.86
3,23:12:29 01:21:27,32979.48
4,23:12:29 01:21:27,22404.51
5,23:12:29 01:21:27,25442.44
6,23:12:29 01:21:27,33303.20
7,23:12:29 01:21:27,23341.30
8,23:12:29 01:21:27,19988.86
9,23:12:29 01:21:27,12727.83
10,23:12:29 01:21:27,753.87
1,23:12:29 01:22:27,13591.26
2,23:12:29 01:22:27,14129.34
3,23:12:29 01:22:27,31251.91
4,23:12:29 01:22:27,6352.72
5,23:12:29 01:22:27,10259.33
6,23:12:29 01:22:27,30303.42
7,23:12:29 01:22:27,22380.83
8,23:12:29 01:22:27,34292.86
9,23:12:29 01:22:27,38920.18
10,23:12:29 01:22:27,39727.00
1,23:12:29 01:23:27,28800.70
2,23:12:29 01:23:27,35957.81
3,23:12:29 01:23:27,3036.60
4,23:12:29 01:23:27,28877.08
5,23:12:29 01:23:27,39460.00
6,23:12:29 01:23:27,27698.35
7,23:12:29 01:23:27,31236.40
8,23:12:29 01:23:27,32986.27
9,23:12:29 01:23:27,34708.84
10,23:12:29 01:23:27,25840.60
1,23:12:29 01:24:27,7305.39
2,23:12:29 01:24:27,22855.62
3,23:12:29 01:24:27,37425.24
4,23:12:29 01:24:27,37319.17
5,23:12:29 01:24:27,35357.78
6,23:12:29 01:24:27,19054.55
7,23:12:29 01:24:27,16391.00
8,23:12:29 01:24:27,6395.37
9,23:12:29 01:24:27,5673.98
10,23:12:29 01:24:27,24041.33
1,23:12:29 01:25:27,13086.12
2,23:12:29 01:25:27,29329.75
3,23:12:29 01:25:27,243.05
4,23:12:29 01:25:27,13529.51
5,23:12:29 01:25:27,4855.90
6,23:12:29 01:25:27,23734.28
7,23:12:29 01:25:27,13507.20
8,23:12:29 01:25:27,18147.59
9,23:12:29 01:25:27,11178.10
10,23:12:29 01:25:27,14665.55
1,23:12:29 01:26:27,29129.08
2,23:12:29 01:26:27,13649.47
3,23:12:29 01:26:27,37814.54
4,23:12:29 01:26:27,20612.17
5,23:12:29 01:26:27,4503.35
6,23:12:29 01:26:27,37447.30
7,23:12:29 01:26:27,38793.26
8,23:12:29 01:26:27,756.35
9,23:12:29 01:26:27,30084.90
10,23:12:29 01:26:27,12751.70
1,23:12:29 01:27:27,17503.73
2,23:12:29 01:27:27,15973.47
3,23:12:29 01:27:27,5638.79
4,23:12:29 01:27:27,29728.87
5,23:12:29 01:27:27,1963.12
6,23:12:29 01:27:27,1134.45
7,23:12:29 01:27:27,1944.91
8,23:12:29 01:27:27,36895.57
9,23:12:29 01:27:27,20435.11
10,23:12:29 01:27:27,33882.65
1,23:12:29 01:28:27,21697.03
2,23:12:29 01:28:27,10251.81
3,23:12:29 01:28:27,21125.07
4,23:12:29 01:28:27,12860.20
5,23:12:29 01:28:27,4829.19
6,23:12:29 01:28:27,11658.23
7,23:12:29 01:28:27,3105.33
8,23:12:29 01:28:27,35087.66
9,23:12:29 01:28:27,19544.90
10,23:12:29 01:28:27,37215.42
1,23:12:29 01:29:27,3191.33
2,23:12:29 01:29:27,13562.93
3,23:12:29 01:29:27,34099.62
4,23:12:29 01:29:27,16074.82
5,23:12:29 01:29:27,21213.92
6,23:12:29 01:29:27,5467.36
7,23:12:29 01:29:27,31680.46
8,23:12:29 01:29:27,24800.73
9,23:12:29 01:29:27,33836.58
10,23:12:29 01:29:27,11893.58
1,23:12:29 01:30:27,29407.45
2,23:12:29 01:30:27,14151.80
3,23:12:29 01:30:27,27656.52
4,23:12:29 01:30:27,12754.68
5,23:12:29 01:30:27,35800.23
6,23:12:29 01:30:27,15828.30
7,23:12:29 01:30:27,27277.35
8,23:12:29 01:30:27,13326.29
9,23:12:29 01:30:27,1979.27
10,23:12:29 01:30:27,9853.66
1,23:12:29 01:31:27,2398.09
2,23:12:29 01:31:27,9821.74
3,23:12:29 01:31:27,17306.48
4,23:12:29 01:31:27,22739.65
5,23:12:29 01:31:27,6007.72
6,23:12:29 01:31:27,17365.19
7,23:12:29 01:31:27,2657.93
8,23:12:29 01:31:27,308.68
9,23:12:29 01:31:27,26224.30
10,23:12:29 01:31:27,36957.91
1,23:12:29 01:32:27,14115.51
2,23:12:29 01:32:27,20911.70
3,23:12:29 01:32:27,23806.12
4,23:12:29 01:32:27,6248.72
5,23:12:29 01:32:27,14000.70
6,23:12:29 01:32:27,9082.13
7,23:12:29 01:32:27,5827.99
8,23:12:29 01:32:27,32980.32
9,23:12:29 01:32:27,34677.47
10,23:12:29 01:32:27,26301.62
1,23:12:29 01:33:27,36079.90
2,23:12:29 01:33:27,36926.63
3,23:12:29 01:33:27,12691.98
4,23:12:29 01:33:27,27239.73
5,23:12:29 01:33:27,8948.56
6,23:12:29 01:33:27,25298.32
7,23:12:29 01:33:27,22456.86
8,23:12:29 01:33:27,32888.22
9,23:12:29 01:33:27,10191.48
10,23:12:29 01:33:27,29805.03
1,23:12:29 01:34:27,14849.43
2,23:12:29 01:34:27,22477.03
3,23:12:29 01:34:27,18376.56
4,23:12:29 01:34:27,39288.47
5,23:12:29 01:34:27,38384.58
6,23:12:29 01:34:27,13225.20
7,23:12:29 01:34:27,17368.83
8,23:12:29 01:34:27,7355.06
9,23:12:29 01:34:27,7019.31
10,23:12:29 01:34:27,25103.30
1,23:12:29 01:35:27,9119.79
2,23:12:29 01:35:27,17041.28
3,23:12:29 01:35:27,12063.17
4,23:12:29 01:35:27,8207.10
5,23:12:29 01:35:27,19271.36
6,23:12:29 01:35:27,39970.33
7,23:12:29 01:35:27,34018.11
8,23:12:29 01:35:27,17061.50
9,23:12:29 01:35:27,20310.48
10,23:12:29 01:35:27,29478.62
1,23:12:29 01:36:27,13840.19
2,23:12:29 01:36:27,8084.60
3,23:12:29 01:36:27,28543.75
4,23:12:29 01:36:27,11500.15
5,23:12:29 01:36:27,17382.02
6,23:12:29 01:36:27,27533.09
7,23:12:29 01:36:27,14835.88
8,23:12:29 01:36:27,2119.12
9,23:12:29 01:36:27,2187.40
10,23:12:29 01:36:27,35823.16
1,23:12:29 01:37:27,20300.45
2,23:12:29 01:37:27,21095.64
3,23:12:29 01:37:27,21779.40
4,23:12:29 01:37:27,8723.13
5,23:12:29 01:37:27,21243.78
6,23:12:29 01:37:27,14303.81
7,23:12:29 01:37:27,26106.69
8,23:12:29 01:37:27,1538.92
9,23:12:29 01:37:27,39778.99
10,23:12:29 01:37:27,37381.43
1,23:12:29 01:38:27,4792.07
2,23:12:29 01:38:27,16633.61
3,23:12:29 01:38:27,1295.07
4,23:12:29 01:38:27,36936.92
5,23:12:29 01:38:27,18663.22
6,23:12:29 01:38:27,31358.29
7,23:12:29 01:38:27,35226.08
8,23:12:29 01:38:27,4851.57
9,23:12:29 01:38:27,21673.80
10,23:12:29 01:38:27,5930.18
1,23:12:29 01:39:27,19250.97
2,23:12:29 01:39:27,15649.72
3,23:12:29 01:39:27,10828.91
4,23:12:29 01:39:27,33681.85
5,23:12:29 01:39:27,14712.95
6,23:12:29 01:39:27,23963.46
7,23:12:29 01:39:27,24030.02
8,23:12:29 01:39:27,16659.37
9,23:12:29 01:39:27,34473.29
10,23:12:29 01:39:27,33670.75
1,23:12:29 01:40:27,24462.94
2,23:12:29 01:40:27,6381.58
3,23:12:29 01:40:27,25629.42
4,23:12:29 01:40:27,13824.48
5,23:12:29 01:40:27,37934.14
6,23:12:29 01:40:27,21670.76
7,23:12:29 01:40:27,7506.26
8,23:12:29 01:40:27,15102.78
9,23:12:29 01:40:27,22032.83
10,23:12:29 01:40:27,31686.76
1,23:12:29 01:41:27,26089.32
2,23:12:29 01:41:27,25824.35
3,23:12:29 01:41:27,21886.03
4,23:12:29 01:41:27,28205.96
5,23:12:29 01:41:27,23466.33
6,23:12:29 01:41:27,39599.39
7,23:12:29 01:41:27,8858.78
8,23:12:29 01:41:27,23477.34
9,23:12:29 01:41:27,22794.53
10,23:12:29 01:41:27,7309.84
1,23:12:29 01:42:27,15213.97
2,23:12:29 01:42:27,1095.79
3,23:12:29 01:42:27,13568.03
4,23:12:29 01:42:27,803.63
5,23:12:29 01:42:27,27.82
6,23:12:29 01:42:27,7539.04
7,23:12:29 01:42:27,19926.07
8,23:12:29 01:42:27,39397.57
9,23:12:29 01:42:27,11186.30
10,23:12:29 01:42:27,16921.86
1,23:12:29 01:43:27,38093.39
2,23:12:29 01:43:27,30003.55
3,23:12:29 01:43:27,4316.48
4,23:12:29 01:43:27,32910.21
5,23:12:29 01:43:27,8234.84
6,23:12:29 01:43:27,21629.39
7,23:12:29 01:43:27,32081.78
8,23:12:29 01:43:27,6060.41
9,23:12:29 01:43:27,513.87
10,23:12:29 01:43:27,11932.24
1,23:12:29 01:44:27,37381.88
2,23:12:29 01:44:27,25276.72
3,23:12:29 01:44:27,35123.07
4,23:12:29 01:44:27,36017.46
5,23:12:29 01:44:27,24065.60
6,23:12:29 01:44:27,25772.83
7,23:12:29 01:44:27,21388.42
8,23:12:29 01:44:27,38585.25
9,23:12:29 01:44:27,654.69
10,23:12:29 01:44:27,22120.09
1,23:12:29 01:45:27,10753.56
2,23:12:29 01:45:27,2286.26
3,23:12:29 01:45:27,12700.72
4,23:12:29 01:45:27,29039.64
5,23:12:29 01:45:27,19850.02
6,23:12:29 01:45:27,9314.65
7,23:12:29 01:45:27,27215.25
8,23:12:29 01:45:27,29302.88
9,23:12:29 01:45:27,8549.92
10,23:12:29 01:45:27,14936.22
1,23:12:29 01:46:27,36841.34
2,23:12:29 01:46:27,13947.72
3,23:12:29 01:46:27,34604.62
4,23:12:29 01:46:27,9852.27
5,23:12:29 01:46:27,23089.04
6,23:12:29 01:46:27,39295.08
7,23:12:29 01:46:27,23292.30
8,23:12:29 01:46:27,11315.40
9,23:12:29 01:46:27,16759.60
10,23:12:29 01:46:27,6884.10
1,23:12:29 01:47:27,4075.20
2,23:12:29 01:47:27,13286.90
3,23:12:29 01:47:27,15166.95
4,23:12:29 01:47:27,12025.99
5,23:12:29 01:47:27,24472.24
6,23:12:29 01:47:27,16049.39
7,23:12:29 01:47:27,7372.20
8,23:12:29 01:47:27,24589.99
9,23:12:29 01:47:27,26118.82
10,23:12:29 01:47:27,2376.39
1,23:12:29 01:48:27,29059.92
2,23:12:29 01:48:27,9846.08
3,23:12:29 01:48:27,28928.48
4,23:12:29 01:48:27,18666.02
5,23:12:29 01:48:27,4498.12
6,23:12:29 01:48:27,3555.73
7,23:12:29 01:48:27,1077.92
8,23:12:29 01:48:27,36900.87
9,23:12:29 01:48:27,5621.97
10,23:12:29 01:48:27,2397.36
1,23:12:29 01:49:27,19719.41
2,23:12:29 01:49:27,3523.38
3,23:12:29 01:49:27,5613.52
4,23:12:29 01:49:27,33480.35
5,23:12:29 01:49:27,26431.66
6,23:12:29 01:49:27,21730.75
7,23:12:29 01:49:27,25986.81
8,23:12:29 01:49:27,32014.45
9,23:12:29 01:49:27,29200.22
10,23:12:29 01:49:27,2826.27
1,23:12:29 01:50:27,16719.38
2,23:12:29 01:50:27,32268.19
3,23:12:29 01:50:27,5478.51
4,23:12:29 01:50:27,19129.16
5,23:12:29 01:50:27,15091.61
6,23:12:29 01:50:27,18786.36
7,23:12:29 01:50:27,7455.36
8,23:12:29 01:50:27,25312.10
9,23:12:29 01:50:27,23719.25
10,23:12:29 01:50:27,23843.71
1,23:12:29 01:51:27,25862.71
2,23:12:29 01:51:27,1141.54
3,23:12:29 01:51:27,2042.09
4,23:12:29 01:51:27,24818.36
5,23:12:29 01:51:27,1213.57
6,23:12:29 01:51:27,29804.03
7,23:12:29 01:51:27,14001.12
8,23:12:29 01:51:27,33129.93
9,23:12:29 01:51:27,16151.51
10,23:12:29 01:51:27,35963.67
1,23:12:29 01:52:27,7464.77
2,23:12:29 01:52:27,27330.34
3,23:12:29 01:52:27,29537.83
4,23:12:29 01:52:27,12718.21
5,23:12:29 01:52:27,7863.77
6,23:12:29 01:52:27,38466.02
7,23:12:29 01:52:27,20183.53
8,23:12:29 01:52:27,17071.41
9,23:12:29 01:52:27,14616.17
10,23:12:29 01:52:27,10513.13
1,23:12:29 01:53:27,30200.64
2,23:12:29 01:53:27,33701.51
3,23:12:29 01:53:27,30222.03
4,23:12:29 01:53:27,7744.77
5,23:12:29 01:53:27,2065.61
6,23:12:29 01:53:27,28548.34
7,23:12:29 01:53:27,911.72
8,23:12:29 01:53:27,30668.97
9,23:12:29 01:53:27,11801.98
10,23:12:29 01:53:27,35406.79
1,23:12:29 01:54:27,29406.96
2,23:12:29 01:54:27,29469.97
3,23:12:29 01:54:27,17797.13
4,23:12:29 01:54:27,21795.02
5,23:12:29 01:54:27,27844.55
